Gene % GC content	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene type	Gene stable ID
37.95	22974883	23003176	19	protein_coding	ENSG00000269067
38.78	34986165	35031945	1	protein_coding	ENSG00000163867
36.20	52722671	52961452	2	lncRNA	ENSG00000228033
60.16	153969325	153970087	X	lncRNA	ENSG00000235802
51.62	153972754	153983194	X	protein_coding	ENSG00000177854
48.10	21002895	21009453	22	transcribed_unprocessed_pseudogene	ENSG00000284060
49.28	21031354	21044117	22	lncRNA	ENSG00000226872
55.86	4481966	4486353	17	lncRNA	ENSG00000262823
37.56	101324205	101513241	3	protein_coding	ENSG00000138468
42.98	78141243	78143173	15	lncRNA	ENSG00000260988
53.14	65500993	65502138	2	processed_pseudogene	ENSG00000237979
36.08	21034176	21034272	22	miRNA	ENSG00000207575
49.91	21065462	21070097	22	unprocessed_pseudogene	ENSG00000249680
42.52	71063101	71063989	15	processed_pseudogene	ENSG00000242276
44.60	28294093	28313500	19	lncRNA	ENSG00000266928
53.65	21071082	21081018	22	unprocessed_pseudogene	ENSG00000284665
38.17	39066974	39182258	4	lncRNA	ENSG00000249207
43.65	71164770	71165415	15	processed_pseudogene	ENSG00000259781
39.61	20972262	20983210	19	lncRNA	ENSG00000268326
45.50	40140318	40172171	17	protein_coding	ENSG00000108349
49.75	42160013	42343616	22	protein_coding	ENSG00000100207
35.96	21289554	21289998	19	unprocessed_pseudogene	ENSG00000268521
54.54	84166547	84169896	15	TEC	ENSG00000280038
34.57	153981097	153981177	X	miRNA	ENSG00000265176
43.05	100185870	100190782	4	protein_coding	ENSG00000145358
52.11	84171178	84173194	15	lncRNA	ENSG00000259694
34.18	153981098	153981176	X	miRNA	ENSG00000283694
85.71	154019920	154019989	X	miRNA	ENSG00000284286
42.06	101325404	101325510	X	snRNA	ENSG00000202024
49.10	29002319	29015160	19	lncRNA	ENSG00000267014
58.00	84186752	84197384	15	transcribed_unprocessed_pseudogene	ENSG00000259726
43.74	101345661	101348742	X	protein_coding	ENSG00000126953
37.72	63119559	63827843	2	protein_coding	ENSG00000143951
49.80	84205454	84205700	15	misc_RNA	ENSG00000278422
39.22	84255913	84256014	15	unprocessed_pseudogene	ENSG00000259633
39.68	123744923	123745673	4	lncRNA	ENSG00000226655
54.93	84389729	84395903	15	unprocessed_pseudogene	ENSG00000259683
46.23	145833118	145839580	4	lncRNA	ENSG00000251687
36.17	128864921	129093600	4	protein_coding	ENSG00000151466
50.94	84394072	84394336	15	misc_RNA	ENSG00000244056
60.12	84394512	84395514	15	unprocessed_pseudogene	ENSG00000259570
41.82	101390824	101396155	X	protein_coding	ENSG00000241343
57.22	84401807	84408005	15	transcribed_unprocessed_pseudogene	ENSG00000272887
42.72	84412773	84421837	15	transcribed_unprocessed_pseudogene	ENSG00000259538
44.40	23123188	23124088	19	processed_pseudogene	ENSG00000270479
52.59	84422618	84425882	15	lncRNA	ENSG00000259774
46.86	27757184	27760849	19	lncRNA	ENSG00000261770
43.71	21233335	21233652	19	processed_pseudogene	ENSG00000242291
49.80	84467901	84468147	15	misc_RNA	ENSG00000278785
42.84	28602379	28648303	19	lncRNA	ENSG00000267537
41.85	43826980	43868412	15	protein_coding	ENSG00000092470
42.71	23222755	23274221	19	protein_coding	ENSG00000283201
50.24	29506966	29509041	19	TEC	ENSG00000279387
44.00	101591604	101595021	9	protein_coding	ENSG00000188386
78.16	29901696	29901869	19	unprocessed_pseudogene	ENSG00000267433
29.90	27983032	27983332	19	processed_pseudogene	ENSG00000266906
50.06	21800480	21801266	19	processed_pseudogene	ENSG00000269136
44.22	31149979	31349436	19	protein_coding	ENSG00000121297
39.18	101354182	101385400	9	protein_coding	ENSG00000136881
40.95	35992321	36000469	22	lncRNA	ENSG00000279652
47.65	36066533	36070110	22	lncRNA	ENSG00000279927
46.43	36071000	36085573	22	lncRNA	ENSG00000279217
47.48	36091148	36093352	22	lncRNA	ENSG00000279714
47.21	36137430	36139350	22	TEC	ENSG00000279805
52.39	36630335	36630857	1	processed_pseudogene	ENSG00000230214
39.66	36172422	36172779	22	processed_pseudogene	ENSG00000233764
54.15	34755047	34758512	1	protein_coding	ENSG00000189280
40.49	36172934	36173948	22	processed_pseudogene	ENSG00000231576
37.94	26801733	26805862	9	lncRNA	ENSG00000253400
34.70	36174261	36174822	22	processed_pseudogene	ENSG00000237948
42.44	36175167	36175854	22	processed_pseudogene	ENSG00000225557
37.23	26840685	26892803	9	protein_coding	ENSG00000120159
51.04	16440946	16443584	19	lncRNA	ENSG00000267703
39.10	36175857	36176526	22	processed_pseudogene	ENSG00000237129
46.24	34022656	34023427	19	processed_pseudogene	ENSG00000249987
40.87	36178554	36179385	22	processed_pseudogene	ENSG00000229088
42.41	101391011	101412297	X	protein_coding	ENSG00000257529
41.73	89854953	89862893	11	unprocessed_pseudogene	ENSG00000204455
49.11	36189124	36204840	22	protein_coding	ENSG00000100336
41.67	35808016	35857890	1	protein_coding	ENSG00000134698
58.23	50944104	50948750	17	lncRNA	ENSG00000251665
42.27	28316705	28386204	19	lncRNA	ENSG00000267320
46.37	77313606	77314032	11	processed_pseudogene	ENSG00000224829
45.78	40380666	40381838	17	processed_pseudogene	ENSG00000278346
49.24	56358974	56368663	20	protein_coding	ENSG00000124098
43.75	48690481	48690624	17	processed_pseudogene	ENSG00000244559
48.02	100666459	100666962	11	processed_pseudogene	ENSG00000255059
50.19	73580253	73580517	11	processed_pseudogene	ENSG00000231726
45.05	34404399	34426168	19	protein_coding	ENSG00000126249
56.53	40092793	40100589	17	protein_coding	ENSG00000126368
39.70	104682383	104682581	11	processed_pseudogene	ENSG00000270449
36.33	97086160	97086682	11	processed_pseudogene	ENSG00000270753
37.23	110093392	110171841	11	protein_coding	ENSG00000149289
39.65	101408222	101414133	X	protein_coding	ENSG00000126945
42.93	56369389	56392337	20	protein_coding	ENSG00000087586
56.23	153587925	153600045	X	protein_coding	ENSG00000262919
48.66	26880178	26880549	9	processed_pseudogene	ENSG00000232466
53.92	26895678	26895970	9	misc_RNA	ENSG00000240306
37.93	26903372	26947242	9	protein_coding	ENSG00000137055
62.54	21592727	21593041	19	unprocessed_pseudogene	ENSG00000274503
41.53	27639300	27639665	19	TEC	ENSG00000279882
30.71	27802838	27803472	19	lncRNA	ENSG00000281468
47.46	29921182	29921653	19	processed_pseudogene	ENSG00000267258
41.97	48377262	48380370	17	lncRNA	ENSG00000266222
35.78	75549483	75606020	13	protein_coding	ENSG00000118939
45.81	32025808	32073809	19	lncRNA	ENSG00000267779
56.39	3533429	3534258	16	TEC	ENSG00000278942
44.10	31860904	31901708	17	protein_coding	ENSG00000108651
36.09	2363061	2363628	1	lncRNA	ENSG00000272420
54.10	16231692	16237183	1	protein_coding	ENSG00000132881
51.01	3539033	3577403	16	protein_coding	ENSG00000167984
46.35	96900697	96902698	12	processed_pseudogene	ENSG00000258846
36.28	43863893	43864005	15	misc_RNA	ENSG00000200391
45.71	43875849	43876244	15	processed_pseudogene	ENSG00000227973
38.74	40161023	40221123	15	protein_coding	ENSG00000156970
41.95	30907199	30909155	19	lncRNA	ENSG00000261316
40.79	67443105	67590771	12	lncRNA	ENSG00000203585
52.09	28949437	28950200	19	lncRNA	ENSG00000267027
36.75	23444262	23445189	19	unprocessed_pseudogene	ENSG00000268908
34.67	83171590	83172740	12	lncRNA	ENSG00000258338
50.64	33621953	33773509	19	protein_coding	ENSG00000124302
45.12	32465072	32496686	1	protein_coding	ENSG00000273274
35.47	89324353	89498187	11	protein_coding	ENSG00000086991
51.00	17717625	17749978	1	lncRNA	ENSG00000236648
56.33	53210567	53232980	12	protein_coding	ENSG00000172819
48.68	37544763	37545294	1	processed_pseudogene	ENSG00000232273
52.36	18630846	18748866	1	protein_coding	ENSG00000009709
36.38	138277115	138281784	4	lncRNA	ENSG00000249091
44.01	128582999	128601407	4	lncRNA	ENSG00000248802
39.15	75576496	75630716	4	protein_coding	ENSG00000138769
47.07	20474789	20477089	14	lncRNA	ENSG00000258908
41.73	20524287	20525422	14	processed_pseudogene	ENSG00000258456
40.36	20528115	20528959	14	processed_pseudogene	ENSG00000258863
44.74	20582892	20609795	14	protein_coding	ENSG00000259060
37.15	102880040	102896033	13	protein_coding	ENSG00000250878
56.34	153604497	153605348	X	processed_pseudogene	ENSG00000217889
39.47	22832291	22858667	19	protein_coding	ENSG00000268696
35.84	91398621	92873682	13	protein_coding	ENSG00000179399
45.87	30850975	30872507	19	lncRNA	ENSG00000267081
65.01	153687926	153696588	X	protein_coding	ENSG00000130821
46.16	20587644	20607221	14	lncRNA	ENSG00000258573
39.75	23323968	23329101	19	lncRNA	ENSG00000267934
39.53	26955780	26956295	9	lncRNA	ENSG00000234676
44.03	17359949	17558151	22	protein_coding	ENSG00000099954
34.75	26993136	27005672	9	protein_coding	ENSG00000184434
45.69	20616644	20616991	14	processed_pseudogene	ENSG00000239327
37.49	91994518	91996523	13	lncRNA	ENSG00000282997
45.24	92059844	92059969	13	snRNA	ENSG00000252508
50.30	20640696	20641691	14	protein_coding	ENSG00000181803
38.60	92180715	92180885	13	processed_pseudogene	ENSG00000229287
33.07	92239835	92241951	13	TEC	ENSG00000282865
35.72	92339794	92379536	13	lncRNA	ENSG00000232885
46.08	20679411	20679512	14	misc_RNA	ENSG00000199461
42.91	20684560	20701216	14	protein_coding	ENSG00000258818
31.23	92446470	92449056	13	TEC	ENSG00000283097
40.64	27102630	27104728	9	lncRNA	ENSG00000254396
34.98	92484606	92510094	13	lncRNA	ENSG00000236240
54.78	27198287	27198401	9	rRNA_pseudogene	ENSG00000223162
46.00	27210327	27210626	9	processed_pseudogene	ENSG00000232867
34.48	92490163	92490220	13	miRNA	ENSG00000263741
37.22	27284654	27297150	9	protein_coding	ENSG00000120160
61.54	92658994	92659227	13	TEC	ENSG00000282993
34.90	92701389	92721614	13	lncRNA	ENSG00000235984
36.75	85475150	86002668	4	protein_coding	ENSG00000138639
48.69	91272081	91272577	13	processed_pseudogene	ENSG00000214178
37.82	91347686	91397592	13	lncRNA	ENSG00000215417
42.83	20684587	20700576	14	protein_coding	ENSG00000259171
43.70	20693480	20707120	14	lncRNA	ENSG00000258451
48.78	20720742	20723127	14	processed_pseudogene	ENSG00000259144
42.86	91350605	91350688	13	miRNA	ENSG00000284536
45.07	91350751	91350821	13	miRNA	ENSG00000283815
44.78	151196681	151197638	6	lncRNA	ENSG00000231883
42.68	91350891	91350972	13	miRNA	ENSG00000284204
38.03	91351065	91351135	13	miRNA	ENSG00000283762
52.92	119269133	119269714	6	processed_pseudogene	ENSG00000216316
43.68	91351192	91351278	13	miRNA	ENSG00000284375
48.72	91351314	91351391	13	miRNA	ENSG00000283705
50.22	170745518	170745977	6	processed_pseudogene	ENSG00000219814
37.39	132617022	132624275	6	protein_coding	ENSG00000146378
44.93	20734578	20735011	14	unprocessed_pseudogene	ENSG00000258963
38.68	91485793	91486870	13	TEC	ENSG00000282864
51.05	81690068	81690400	13	transcribed_processed_pseudogene	ENSG00000214182
43.58	20745887	20748380	14	protein_coding	ENSG00000181562
52.94	3542739	3545785	16	lncRNA	ENSG00000262312
63.01	63233035	63234245	7	unprocessed_pseudogene	ENSG00000226075
65.60	53199981	53202753	13	transcribed_processed_pseudogene	ENSG00000225510
59.06	3581181	3583266	16	lncRNA	ENSG00000261938
37.04	104590733	105804539	8	protein_coding	ENSG00000169946
38.15	96889315	96897891	6	protein_coding	ENSG00000123545
50.84	3650636	3651703	16	lncRNA	ENSG00000263235
43.06	20768404	20770948	14	protein_coding	ENSG00000181552
37.92	36794484	36795050	13	transcribed_processed_pseudogene	ENSG00000215486
35.55	64106822	64107572	7	unprocessed_pseudogene	ENSG00000227035
37.98	27391734	27397563	9	lncRNA	ENSG00000237734
38.38	143422832	143450695	6	protein_coding	ENSG00000189007
38.76	97674909	97697340	9	protein_coding	ENSG00000136936
56.73	10636604	10796650	1	protein_coding	ENSG00000130940
36.62	30284597	30367689	7	protein_coding	ENSG00000180233
47.47	20948294	20949599	13	transcribed_processed_pseudogene	ENSG00000233780
42.58	20781268	20782467	14	protein_coding	ENSG00000169413
44.88	51460525	51461315	13	transcribed_processed_pseudogene	ENSG00000224892
64.49	21260032	21261580	13	transcribed_processed_pseudogene	ENSG00000235438
50.86	3651639	3717553	16	protein_coding	ENSG00000126602
42.36	20783888	20784293	14	lncRNA	ENSG00000258810
48.57	96947637	96948927	13	transcribed_processed_pseudogene	ENSG00000234267
56.54	17418697	17419828	22	processed_pseudogene	ENSG00000229492
51.35	20801228	20802855	14	protein_coding	ENSG00000129538
51.29	17424388	17424775	22	processed_pseudogene	ENSG00000232305
39.68	105157900	105180014	6	protein_coding	ENSG00000132429
59.24	20965108	20981360	22	protein_coding	ENSG00000183773
54.50	44452601	44452822	13	transcribed_processed_pseudogene	ENSG00000225727
47.29	85381118	85381375	7	processed_pseudogene	ENSG00000230614
49.59	102153355	102154463	7	lncRNA	ENSG00000261535
42.08	51006991	51062894	13	transcribed_unitary_pseudogene	ENSG00000123201
62.75	101201809	101203526	7	unprocessed_pseudogene	ENSG00000205267
39.35	51042524	51085471	17	lncRNA	ENSG00000249870
54.04	35497220	35513658	19	protein_coding	ENSG00000161249
34.46	64110547	64111550	7	unprocessed_pseudogene	ENSG00000230252
45.13	49085511	49086702	17	unprocessed_pseudogene	ENSG00000248883
36.78	91726810	91727070	6	processed_pseudogene	ENSG00000262095
36.72	21932662	22536322	2	lncRNA	ENSG00000228999
35.60	109521981	109597166	7	lncRNA	ENSG00000234273
41.35	48185938	48204529	17	lncRNA	ENSG00000263787
52.65	170199769	170200258	6	processed_pseudogene	ENSG00000218716
46.53	158853588	158864502	6	lncRNA	ENSG00000285159
38.60	57599794	57610104	7	unprocessed_pseudogene	ENSG00000233601
51.11	41189749	41201149	6	protein_coding	ENSG00000112195
65.22	137447570	137459334	9	protein_coding	ENSG00000165802
46.67	71016531	71016905	X	processed_pseudogene	ENSG00000229324
50.00	71020275	71020438	X	snRNA	ENSG00000212605
37.44	92560758	92590393	7	protein_coding	ENSG00000234545
43.73	71043214	71045470	X	processed_pseudogene	ENSG00000227536
52.48	42844580	42850707	17	protein_coding	ENSG00000131480
42.55	71056332	71073426	X	protein_coding	ENSG00000147164
42.26	20870278	20873848	14	lncRNA	ENSG00000259130
40.21	105679378	105893041	6	lncRNA	ENSG00000284999
44.00	42333546	42425088	2	protein_coding	ENSG00000115944
45.29	20874305	20875768	14	lncRNA	ENSG00000258642
38.20	116254173	116444861	6	protein_coding	ENSG00000111817
42.98	20897985	20936255	14	lncRNA	ENSG00000258918
43.21	20916766	20928580	14	lncRNA	ENSG00000258772
47.16	20955487	20956436	14	protein_coding	ENSG00000169385
49.67	45620344	45835826	17	protein_coding	ENSG00000263715
50.17	20963579	20963867	14	misc_RNA	ENSG00000243817
36.70	21846329	21877735	15	protein_coding	ENSG00000233917
45.45	20983155	20985066	14	processed_pseudogene	ENSG00000258599
40.02	25834129	25840135	8	lncRNA	ENSG00000254178
42.75	20995837	21014822	14	lncRNA	ENSG00000258471
51.91	89243401	89243793	8	processed_pseudogene	ENSG00000253621
34.36	111376639	111757710	8	lncRNA	ENSG00000253434
49.06	20999255	21001871	14	protein_coding	ENSG00000165794
64.01	39665349	39666554	17	protein_coding	ENSG00000173991
39.64	119214625	119246848	8	lncRNA	ENSG00000253972
34.52	92675956	92688254	5	lncRNA	ENSG00000249984
45.54	85112342	85112756	5	lncRNA	ENSG00000249349
46.92	67268022	67270182	5	lncRNA	ENSG00000251206
58.29	115264669	115265464	5	processed_pseudogene	ENSG00000243304
40.66	67632266	67646789	5	lncRNA	ENSG00000249736
45.90	119011471	119012056	5	processed_pseudogene	ENSG00000250928
46.59	62507545	62507823	2	processed_pseudogene	ENSG00000233702
33.66	110899996	111040372	8	lncRNA	ENSG00000253877
61.82	112419583	112420978	5	lncRNA	ENSG00000278921
40.37	52985513	52987652	17	lncRNA	ENSG00000227011
52.88	71095851	71103532	X	protein_coding	ENSG00000184481
30.43	85429702	85430184	5	lncRNA	ENSG00000249023
53.42	21023314	21023386	14	miRNA	ENSG00000284122
42.30	135892246	135895841	5	protein_coding	ENSG00000145839
49.25	37556919	37566857	1	protein_coding	ENSG00000163879
51.69	21024109	21036276	14	protein_coding	ENSG00000179636
44.45	50693198	50707914	17	protein_coding	ENSG00000154945
49.36	72942036	73075619	2	protein_coding	ENSG00000144040
46.41	130213488	130483193	10	lncRNA	ENSG00000236303
48.67	111411319	111411883	7	processed_pseudogene	ENSG00000227948
38.27	88725955	89111398	4	protein_coding	ENSG00000138640
42.21	66205317	66420543	7	protein_coding	ENSG00000169902
40.94	130282445	130286604	10	unprocessed_pseudogene	ENSG00000276375
50.54	117562084	117572457	10	lncRNA	ENSG00000235198
35.52	113854661	113917194	10	protein_coding	ENSG00000196865
47.34	42335386	42338376	1	lncRNA	ENSG00000227527
48.97	71103889	71106788	X	protein_coding	ENSG00000204165
40.35	50722074	50724224	17	TEC	ENSG00000278963
41.36	38838198	38859772	1	protein_coding	ENSG00000116954
54.01	49210411	49223225	17	protein_coding	ENSG00000108798
53.09	150042546	150043353	6	processed_pseudogene	ENSG00000213091
37.06	905445	909006	6	lncRNA	ENSG00000276687
36.35	69713390	69719722	8	lncRNA	ENSG00000254557
39.82	107152562	107459564	6	protein_coding	ENSG00000164494
43.03	104981164	104981579	8	processed_pseudogene	ENSG00000243939
59.02	142797624	142806142	8	unprocessed_pseudogene	ENSG00000283686
57.53	123400582	123402095	8	processed_pseudogene	ENSG00000254294
49.60	71103987	71111575	X	protein_coding	ENSG00000285171
41.26	65526738	65562781	8	lncRNA	ENSG00000254081
38.82	47184101	47774228	15	protein_coding	ENSG00000137872
45.25	125074665	125074980	5	processed_pseudogene	ENSG00000250194
38.23	96050115	96215519	5	lncRNA	ENSG00000250551
53.94	21024172	21029271	14	lncRNA	ENSG00000258604
41.32	96493813	96611790	8	protein_coding	ENSG00000169439
50.82	71212811	71225516	X	protein_coding	ENSG00000169562
51.86	21032818	21033895	14	lncRNA	ENSG00000255472
43.12	79069767	79090069	5	protein_coding	ENSG00000132840
51.71	21032818	21034807	14	protein_coding	ENSG00000206150
50.55	21042316	21044234	14	protein_coding	ENSG00000165799
45.96	28095742	28096422	1	processed_pseudogene	ENSG00000228589
38.58	84687712	84709578	6	lncRNA	ENSG00000228290
56.25	117542445	117549546	10	protein_coding	ENSG00000170370
49.63	36795527	37034515	1	protein_coding	ENSG00000163873
38.47	97851677	97872542	7	protein_coding	ENSG00000070669
43.27	157289025	157323601	6	protein_coding	ENSG00000215712
54.26	21057822	21058455	14	protein_coding	ENSG00000173431
53.83	21070273	21090248	14	protein_coding	ENSG00000165801
42.44	169419969	169702047	6	protein_coding	ENSG00000285733
35.19	62183035	62268844	10	protein_coding	ENSG00000182010
44.62	143327275	143327655	6	processed_pseudogene	ENSG00000216642
42.95	27945260	27945415	13	processed_pseudogene	ENSG00000180389
60.38	27953526	27955370	13	lncRNA	ENSG00000260704
57.01	27960918	27969315	13	protein_coding	ENSG00000165556
50.15	46204729	46207386	6	processed_pseudogene	ENSG00000229349
39.50	142526455	142637889	6	lncRNA	ENSG00000236366
42.86	53556223	53556341	X	miRNA	ENSG00000271886
42.17	53557192	53557274	X	miRNA	ENSG00000208012
38.69	74582976	74614624	X	protein_coding	ENSG00000131263
60.51	48881122	48881316	17	processed_pseudogene	ENSG00000248895
60.88	53756989	53757870	17	processed_pseudogene	ENSG00000233380
57.83	50834650	50842353	17	protein_coding	ENSG00000173714
50.08	27977717	27988693	13	protein_coding	ENSG00000183463
45.30	67753701	67753817	12	TEC	ENSG00000279505
38.93	77775783	77783576	12	lncRNA	ENSG00000258066
